,annotation,plate.barcode,subannotation,tissue,annotation_subannotation
D11.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
E15.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
F17.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
G19.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
I1.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J4.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
K6.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L9.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M12.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L8.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M11.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
N16.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
O19.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
P21.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
N17.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
F18.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
G20.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
I2.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J5.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
K8.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L10.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M13.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
N18.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
O21.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
O20.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
P22.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
C9.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
D12.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
E16.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
C10.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M14.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
N19.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
O22.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
B7.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
C11.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
D14.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
D13.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
E18.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
F20.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
G22.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
E17.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
I3.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
J6.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K9.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L11.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
B8.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
C12.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
D15.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
I4.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
E19.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
F21.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
J7.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K10.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L12.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M15.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
N21.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
P1.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
M16.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
N22.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
P2.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H1.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B9.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
C13.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
I5.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J8.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
K11.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L13.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
K12.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L14.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M17.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
O1.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
P3.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
D16.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
E20.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
F22.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
H2.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
I6.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
J9.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
J10.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L15.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
M18.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
O2.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
P4.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
B11.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
C15.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
D18.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
B10.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
C14.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
D17.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
E21.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
G1.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
H3.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
I7.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
J11.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
L16.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
M20.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
P5.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
E22.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,outer_bulge,Skin,hair_follicle: outer_bulge
G2.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
H4.MAA000435.3_10_M.1.1,interfollicular_epidermis,MAA000435,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
I8.MAA000435.3_10_M.1.1,hair_follicle,MAA000435,inner_bulge,Skin,hair_follicle: inner_bulge
B7.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
N10.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
P2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
G4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
I6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
C2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
I12.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
L5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
N12.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
P3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
C3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
G6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
I20.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
L6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
N14.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
P4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
C4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G7.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
L9.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
N16.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
P6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
G8.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
J2.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
L10.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
N18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
P7.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
C5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
D1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
J3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
L11.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
N19.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
P8.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
P9.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
D3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
G21.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
D2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
G19.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
J4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,proliferating,Skin,interfollicular_epidermis: proliferating
L21.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
N20.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
J5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
M1.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
N21.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
P10.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
D4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
P11.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
G22.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
J6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
M2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
O3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
D8.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
H1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
J15.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
M5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
O4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
P12.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
M8.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
O5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
P13.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
D10.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
H2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
J18.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
O6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
P15.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
D18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
H3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
J19.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
M12.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
E1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
K3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
M13.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
O7.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,proliferating,Skin,interfollicular_epidermis: proliferating
P17.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
E2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
M14.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
O8.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
E7.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,outer_ife_cells,Skin,interfollicular_epidermis: outer_ife_cells
H6.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
K5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
P18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
A1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
H9.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
M15.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
O9.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
P21.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
K10.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
A2.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
M17.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
F2.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
H11.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
O10.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
P22.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
K11.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
M20.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
O14.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
A3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
F5.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
H12.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
K12.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
O15.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
M21.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
A4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
F8.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
H16.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
K14.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
O16.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
N3.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
A5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
F11.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
H18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
K18.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
N4.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,intermediate_ife_cells,Skin,interfollicular_epidermis: intermediate_ife_cells
O17.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
B1.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,proliferating,Skin,interfollicular_epidermis: proliferating
F13.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,outer_bulge,Skin,hair_follicle: outer_bulge
H22.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
K19.MAA000549.3_8_M.1.1,hair_follicle,MAA000549,inner_bulge,Skin,hair_follicle: inner_bulge
N5.MAA000549.3_8_M.1.1,interfollicular_epidermis,MAA000549,basal_ife_cells,Skin,interfollicular_epidermis: basal_ife_cells
