,plate.barcode,annotation,subannotation
N2.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O4.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
P6.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K21.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
M1.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O5.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
P7.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
K22.MAA000607.3_9_M.1.1,MAA000607,thymocyte_5_DN1,NA
M2.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N4.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O6.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
P8.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M3.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N5.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
O7.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
P9.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
L1.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
O8.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P10.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L2.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M4.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
N6.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O9.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
P11.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
M5.MAA000607.3_9_M.1.1,MAA000607,thymocyte_3_DP_favoring CD8 differentation,NA
N7.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
L4.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M6.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
N8.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O10.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
P12.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L5.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M7.MAA000607.3_9_M.1.1,MAA000607,thymocyte_3_DP_favoring CD8 differentation,NA
N9.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O11.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P13.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O12.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
P14.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
L6.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M8.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
N10.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
L7.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
M9.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
O13.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
P15.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
L8.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
M10.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N12.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O14.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
P16.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
L9.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M11.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N13.MAA000607.3_9_M.1.1,MAA000607,stromal_mesenchymal stem cell,NA
O15.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P17.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
P18.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
M12.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
N14.MAA000607.3_9_M.1.1,MAA000607,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
O16.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M13.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
L12.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M14.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
N16.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
N15.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O18.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
P20.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
O17.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
P19.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
M15.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
N17.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DP
O19.MAA000607.3_9_M.1.1,MAA000607,thymocyte_2_DP_favoring CD8 differentiation,NA
P21.MAA000607.3_9_M.1.1,MAA000607,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
C11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
H9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
J20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
N10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
C22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
H12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
J21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
L15.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DP
N11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
L18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
N12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P6.MAA000609.3_8_M.1.1,MAA000609,thymocyte_5_DN1,NA
D7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
P7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
K7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DP
K8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
L20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
N17.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
D9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
I8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
N18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
P9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
K9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
A6.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
D11.MAA000609.3_8_M.1.1,MAA000609,stromal_mesenchymal stem cell,NA
N19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
I9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DP
K10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
I12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
K12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
M7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
N20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
P11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
A7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
A8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
I13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
M8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
N21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
P12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
E8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
K14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
M9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
P13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
A10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
E9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
I16.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K15.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
M10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
E14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
I18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K16.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
M11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
P14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
E20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
I21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
K17.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
M12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
O8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
P15.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
P16.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
A22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
E22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
I22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
K18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
M13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
P17.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
J8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
K19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DP
M14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
P18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
M18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
O12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
P19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
B8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
F7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
P20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
B9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
J10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
K22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
M19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
O13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
B20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
F22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
B10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
F13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
J11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
L7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
M20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O14.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
P21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
J12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
B21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
G17.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
J13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
L9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
L8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
M21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O15.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
M22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
B22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
G19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
J15.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
L10.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O17.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O16.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G21.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
J16.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
L11.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
O18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
C6.MAA000609.3_8_M.1.1,MAA000609,thymocyte_3_DP_favoring CD8 differentation,NA
L12.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
O19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
C7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
G22.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
J18.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
C8.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H7.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
J19.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L13.MAA000609.3_8_M.1.1,MAA000609,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N9.MAA000609.3_8_M.1.1,MAA000609,thymocyte_2_DP_favoring CD8 differentiation,NA
O20.MAA000609.3_8_M.1.1,MAA000609,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
B11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
C21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
F12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
I8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
K18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
M13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
C22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
F13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
I9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
K19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
M14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
N22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
N21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
P13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
I10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
K20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
M15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
O8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B13.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
D8.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
P16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A1.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
B15.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
B14.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D11.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
F19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,DP
I19.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
D10.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
F18.MAA000880.3_11_M.1.1,MAA000880,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
I16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_2_DP_favoring CD8 differentiation,NA
K21.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
M16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
O9.MAA000880.3_11_M.1.1,MAA000880,thymocyte_5_DN1,NA
K22.MAA000880.3_11_M.1.1,MAA000880,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A7.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
B16.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
D12.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
F20.MAA000880.3_11_M.1.1,MAA000880,thymocyte_3_DP_favoring CD8 differentation,NA
